"name","location","price","currency","rating","room_type","beds","breakfast","free_cancellation","no_prepayment"
"Manazel Maali Suites","Al Hamra, Riyadh","860.4","SAR","7.8","N/A","N/A","false","false","false"
"Kadi Hotel","Al Mikhlaf","860.4","SAR","7.5","N/A","N/A","false","false","false"
"Queen Furnished Units","Al Thybiyah","860.4","SAR","6.8","N/A","N/A","false","false","false"
"Maskan Al Dyafah Apartment","Dammam","860.4","SAR","7.8","N/A","N/A","false","false","false"
"JW Inn Hotel","Al Khobar","860.4","SAR","8.1","N/A","N/A","false","false","false"
"Hera Homes","Hera Street, Jeddah","860.4","SAR","5.0","N/A","N/A","false","false","false"
"Blue Sands Al Bilsan Furnished Units","Dammam","860.4","SAR","8.0","N/A","N/A","false","false","false"
"Gardinia Inn Furnished Units","Jeddah","860.4","SAR","6.2","N/A","N/A","false","false","false"
"Hemdanet Alkhair","Hail","860.4","SAR","8.8","N/A","N/A","false","false","false"
"Tera Al Salam Hotel","Mecca","860.4","SAR","7.9","N/A","N/A","false","false","false"
"Al Waad Resort","Muhayil","860.4","SAR","6.5","N/A","N/A","false","false","false"
"Msharef Al Moden Suites Jazan","Jazan","860.4","SAR","7.7","N/A","N/A","false","false","false"
"Al Rafahya Crown","Riyadh","860.4","SAR","5.0","N/A","N/A","false","false","false"
"Nafal Hotel Suites","Qal'at Bishah","860.4","SAR","5.0","N/A","N/A","false","false","false"
"Lavender Suites Hotel","Rafha","860.4","SAR","7.6","N/A","N/A","false","false","false"
"Dimah Abha","Abha","860.4","SAR","3.9","N/A","N/A","false","false","false"
"Al Zawaia Al Raqiah","Khamis Mushayt","860.4","SAR","6.5","N/A","N/A","false","false","false"
"Afaq Al Raha","Khamis Mushayt","860.4","SAR","7.9","N/A","N/A","false","false","false"
"Layali Al Rayyis Chalets","Rayyis","860.4","SAR","5.0","N/A","N/A","false","false","false"
"Al Shaiki Hotel","Al Jubail","860.4","SAR","5.0","N/A","N/A","false","false","false"
"Hayat Rose Hotel Apartments","Riyadh","862.79","SAR","8.0","N/A","N/A","false","false","false"
"Al Atlal Hotel","Al Khobar","865.18","SAR","8.5","N/A","N/A","false","false","false"
"Suite Inn Hotel Riyadh","Al Sulimania, Riyadh","869.96","SAR","8.1","N/A","N/A","false","false","false"
"Ashbilia Suites","Al Khobar","869.96","SAR","6.6","N/A","N/A","false","false","false"
"Boudl Palestine","Jeddah","884.3","SAR","7.9","N/A","N/A","false","false","false"
"Golden Garden AlMadhina Hotel","Medina","884.3","SAR","8.3","N/A","N/A","false","false","false"
"Emaar Resident Hotel","","884.3","SAR","7.5","N/A","N/A","false","false","false"
"Jeddah Gulf","Jeddah","886.69","SAR","6.4","N/A","N/A","false","false","false"
"Relax Furnished Units","Arar","889.08","SAR","7.1","N/A","N/A","false","false","false"
"Manbaa Alraha Aparthotel","Az Zulfi","889.08","SAR","8.4","N/A","N/A","false","false","false"
"Manazilna Apartments Riyadh","Riyadh","889.08","SAR","8.4","N/A","N/A","false","false","false"
"DALLA House Suites","Dammam","889.08","SAR","8.3","N/A","N/A","false","false","false"
"Laten Suites","Jeddah","891.47","SAR","7.7","N/A","N/A","false","false","false"
"Marsa Al Hamra Hotel Apartments","Al Hamra, Jeddah","898.64","SAR","7.5","N/A","N/A","false","false","false"
"Qasr Al Ertiqaa Hotel Apartments","Abha","903.42","SAR","8.4","N/A","N/A","false","false","false"
"Almuhaidb Residence Al Jubail","Al Jubail","903.42","SAR","7.4","N/A","N/A","false","false","false"
"AlMuhaidb Residence Alkhafji","Khafji","903.42","SAR","8.8","N/A","N/A","false","false","false"
"Reality Suites","Dammam","903.42","SAR","7.3","N/A","N/A","false","false","false"
"Four Seasons Hotel Apartments","Al Jubail","903.42","SAR","6.7","N/A","N/A","false","false","false"
"Remaz Furnished Apartment","Al Sulimania, Riyadh","903.42","SAR","8.0","N/A","N/A","false","false","false"
"Alshaheen Suites","Jeddah","908.2","SAR","7.2","N/A","N/A","false","false","false"
"Renz Hotel Jeddah","Jeddah","908.2","SAR","8.1","N/A","N/A","false","false","false"
"The View","Al Hofuf","908.2","SAR","8.3","N/A","N/A","false","false","false"
"Toot House","Taif","908.2","SAR","7.8","N/A","N/A","false","false","false"
"Abha Park Furnished Units","Abha","908.2","SAR","8.2","N/A","N/A","false","false","false"
"Hala Onaizah","Unayzah","908.2","SAR","5.0","N/A","N/A","false","false","false"
"Wahat Al Nafil","Riyadh","908.2","SAR","5.0","N/A","N/A","false","false","false"
"Makarim Palm Hotel","Rabigh","908.2","SAR","8.0","N/A","N/A","false","false","false"
"Lavona Inn","Al Jubail","908.2","SAR","6.6","N/A","N/A","false","false","false"
"Blue Sands Plaza","Al Olayya, Al Khobar","908.2","SAR","5.0","N/A","N/A","false","false","false"
"Nawara Sulimania Askary","Al Sulimania, Riyadh","908.2","SAR","7.9","N/A","N/A","false","false","false"
"Raoum Inn Buraydah","Buraydah","908.2","SAR","7.3","N/A","N/A","false","false","false"
"Marina Alsalaam","Dammam","334.6","SAR","6.5","N/A","N/A","false","false","false"
"Open ApartHotel","Dammam","430.2","SAR","5.5","N/A","N/A","false","false","false"
"Aros Al Faisaliah Furnished Units","Dammam","535.36","SAR","7.7","N/A","N/A","false","false","false"
"Morjan Chalets Families Only","Dammam","1419.66","SAR","7.1","N/A","N/A","false","false","false"
"Khaleej ALez Furnished Units","Dammam","396.74","SAR","6.8","N/A","N/A","false","false","false"
"Golden Vision Hotel","Dammam","717","SAR","8.2","N/A","N/A","false","false","false"
"layale Alnile","Dammam","382.4","SAR","6.6","N/A","N/A","false","false","false"
"Watheer Hotel Suite","Dammam","657.25","SAR","7.1","N/A","N/A","false","false","false"
"Lamssat El saada","Dammam","451.71","SAR","8.3","N/A","N/A","false","false","false"
"Gulf Delmon","Dammam","525.8","SAR","7.9","N/A","N/A","false","false","false"
"Al Qimah Apartments","Dammam","260.51","SAR","5.0","N/A","N/A","false","false","false"
"Golden Tulip Dammam Corniche Hotel","Dammam","717","SAR","7.6","N/A","N/A","false","false","false"
"Braira Dammam Hotel","Dammam","1316.89","SAR","8.9","N/A","N/A","false","false","false"
"Holiday Furnished Units","Dammam","358.5","SAR","7.1","N/A","N/A","false","false","false"
"Tripper Inn","Dammam","726.56","SAR","9.0","N/A","N/A","false","false","false"
"Ghosn Al Banafsej Hotel Suites","Dammam","370.45","SAR","7.4","N/A","N/A","false","false","false"
"DALLA House Suites","Dammam","585.55","SAR","6.4","N/A","N/A","false","false","false"
"Inwan Residential Units","Dammam","358.5","SAR","6.1","N/A","N/A","false","false","false"
"Wyndham Garden Dammam","Dammam","764.8","SAR","8.4","N/A","N/A","false","false","false"
"Ramada by Wyndham Dammam Khaleej Road","Dammam","501.9","SAR","6.9","N/A","N/A","false","false","false"
"Q Economy Rooms","Dammam","215.1","SAR","6.3","N/A","N/A","false","false","false"
"TIME Dammam Residence","Dammam","597.5","SAR","7.9","N/A","N/A","false","false","false"
"Novotel Dammam Business Park","Dammam","812.6","SAR","7.9","N/A","N/A","false","false","false"
"Swiss International Al Hamra Hotel","Dammam","630.96","SAR","7.2","N/A","N/A","false","false","false"
"Lavona Hotel Dammam","Dammam","475.61","SAR","7.9","N/A","N/A","false","false","false"
"Normina Hotel Suites","Dammam","669.2","SAR","9.1","N/A","N/A","false","false","false"
"Braira Dammam Hotel","Dammam","1316.89","SAR","8.9","N/A","N/A","false","false","false"
"Howard Johnson Dammam Hotel","Dammam","795.87","SAR","7.7","N/A","N/A","false","false","false"
"Aros Al Faisaliah Furnished Units","Dammam","535.36","SAR","7.7","N/A","N/A","false","false","false"
"Watheer Hotel Suite","Dammam","657.25","SAR","7.1","N/A","N/A","false","false","false"
"Naviti Warwick Dammam","Dammam","690.71","SAR","7.8","N/A","N/A","false","false","false"
"Golden Garden Al Corniche","Dammam","475.61","SAR","7.2","N/A","N/A","false","false","false"
"Tulip Inn Suites and Residence Dammam","Dammam","573.6","SAR","6.3","N/A","N/A","false","false","false"
"Lavona Tiba Hotel","Dammam","516.24","SAR","8.2","N/A","N/A","false","false","false"
"Ruoof Furnished Units Apartment","Dammam","408.69","SAR","7.5","N/A","N/A","false","false","false"
"Sendan Residence","Dammam","645.3","SAR","8.3","N/A","N/A","false","false","false"
"Park Inn by Radisson Dammam","Dammam","908.2","SAR","8.1","N/A","N/A","false","false","false"
"Hona Al Holm Furnished Units","Dammam","332.21","SAR","7.8","N/A","N/A","false","false","false"
"Borooj Alsalimiya Apartment Hotel","Dammam","645.3","SAR","8.1","N/A","N/A","false","false","false"
"Ahla Amassi Furnished Units","Dammam","406.3","SAR","7.6","N/A","N/A","false","false","false"
"Amwaj Alshatie Furnished Units","Dammam","693.1","SAR","8.4","N/A","N/A","false","false","false"
"Ahla Makan","Dammam","478","SAR","6.4","N/A","N/A","false","false","false"
"Watheer Hotel Suite","Dammam","657.25","SAR","7.1","N/A","N/A","false","false","false"
"Blue Sands Al Bilsan Furnished Units","Dammam","430.2","SAR","6.5","N/A","N/A","false","false","false"
"Suite blue","Dammam","1123.3","SAR","8.2","N/A","N/A","false","false","false"
"Natwan Furnished unites","Dammam","430.2","SAR","7.2","N/A","N/A","false","false","false"
"Anan Suites","Dammam","597.5","SAR","8.4","N/A","N/A","false","false","false"
"Mesas Gulf Hotel","Dammam","1003.8","SAR","8.6","N/A","N/A","false","false","false"
"Boudl Corniche","Dammam","1171.1","SAR","8.8","N/A","N/A","false","false","false"
"Gulf Crown For Residential Units","Dammam","1195","SAR","7.4","N/A","N/A","false","false","false"
"Wahaj Al Mesak Units","Dammam","475.61","SAR","8.2","N/A","N/A","false","false","false"
"Crown East Apartment Hotel","Dammam","836.5","SAR","6.9","N/A","N/A","false","false","false"
"Aloft Riyadh Hotel","Al Olaya, Riyadh","1135.25","SAR","8.2","N/A","N/A","false","false","false"
"Nourth House ApartHotel","Al Qurayyat","478","SAR","7.5","N/A","N/A","false","false","false"
"Dyar Al Hamra Hotel","Al Hamra, Jeddah","812.6","SAR","7.7","N/A","N/A","false","false","false"
"Courtyard by Marriott Riyadh Northern Ring Road","Riyadh","1254.75","SAR","8.1","N/A","N/A","false","false","false"
"Best Western Plus Buraidah","Buraydah","788.7","SAR","8.0","N/A","N/A","false","false","false"
"Al Hayatt Plus","Central Madinah, Al Madinah","501.9","SAR","6.9","N/A","N/A","false","false","false"
"Courtyard by Marriott Riyadh Olaya","Al Olaya, Riyadh","1314.5","SAR","8.3","N/A","N/A","false","false","false"
"Rose Park","Riyadh","1434","SAR","8.2","N/A","N/A","false","false","false"
"Grand Hyatt Alkhobar Hotel and Residences","Al Khobar","1792.5","SAR","8.7","N/A","N/A","false","false","false"
"Jabal Omar Marriott Hotel Makkah","Makkah","717","SAR","7.8","N/A","N/A","false","false","false"
"Courtyard Riyadh by Marriott Diplomatic Quarter","Riyadh","1171.1","SAR","8.1","N/A","N/A","false","false","false"
"Gulanar Hotel","Unayzah","836.5","SAR","8.5","N/A","N/A","false","false","false"
"Le Meridien Riyadh","Al Worood, Riyadh","1912","SAR","8.2","N/A","N/A","false","false","false"
"Novotel Riyadh Al Anoud","Al Olaya, Riyadh","860.4","SAR","7.2","N/A","N/A","false","false","false"
"Centro Waha by Rotana","Riyadh","1075.5","SAR","7.5","N/A","N/A","false","false","false"
"Novotel Yanbu Albahr","Yanbu","1147.2","SAR","8.0","N/A","N/A","false","false","false"
"Four Points by Sheraton Makkah Al Naseem","Makkah","356.11","SAR","8.5","N/A","N/A","false","false","false"
"Sharurah Plaza Hotel","Sharurah","478","SAR","8.7","N/A","N/A","false","false","false"
"Coral Al Ahsa Hotel","Al Khars","836.5","SAR","7.1","N/A","N/A","false","false","false"
"Ladera Hotel Tanomah","Tanomah","717","SAR","7.2","N/A","N/A","false","false","false"
"Al Jahwah hotel by AL BALAD INN","Al Namas","597.5","SAR","8.1","N/A","N/A","false","false","false"
"Qemam Al Safwah Grand Hotel","Rafha","322.65","SAR","5.9","N/A","N/A","false","false","false"
"Rabigh Park Hotel","Rabigh","602.28","SAR","8.0","N/A","N/A","false","false","false"
"Milan Hotel","Hajlah","681.15","SAR","7.6","N/A","N/A","false","false","false"
"Al Rawda Al Aqeeq Hotel","Central Madinah, Al Madinah","310.7","SAR","7.2","N/A","N/A","false","false","false"
"Jawharat Al Amaken Hotel","","549.7","SAR","8.7","N/A","N/A","false","false","false"
"Crystal Blue Hotel","Rabigh","836.5","SAR","7.1","N/A","N/A","false","false","false"
"Faifa Hotel","","896.25","SAR","7.0","N/A","N/A","false","false","false"
"Anwar Al Zahraa Hotel","Central Madinah, Al Madinah","239","SAR","7.3","N/A","N/A","false","false","false"
"Golden Dakhil","","239","SAR","7.3","N/A","N/A","false","false","false"
"Taleen AlAqiq hotel apartments","Riyadh","549.7","SAR","6.8","N/A","N/A","false","false","false"
"REVERA RESORT","Al Barkah","2031.5","SAR","8.3","N/A","N/A","false","false","false"
"Raghdan Village","","709.83","SAR","5.9","N/A","N/A","false","false","false"
"Ramada Encore Al Khobar Olaya","Al Olayya, Al Khobar","762.41","SAR","7.5","N/A","N/A","false","false","false"
"Touq Balad","Jeddah","418.25","SAR","8.4","N/A","N/A","false","false","false"
"Address Sharurah Hotel","Sharurah","478","SAR","8.1","N/A","N/A","false","false","false"
"Al Madinah Concorde Hotel","Central Madinah, Al Madinah","327.43","SAR","6.8","N/A","N/A","false","false","false"
"Marina House","Al Olayya, Al Khobar","205.54","SAR","5.0","N/A","N/A","false","false","false"
"Shahad Al Taif","Taif","344.16","SAR","7.4","N/A","N/A","false","false","false"
"Business Inn Tahlia Hotel","Al Sulimania, Riyadh","566.43","SAR","6.6","N/A","N/A","false","false","false"
"Mirage Al Salam Hotel","Central Madinah, Al Madinah","298.75","SAR","7.2","N/A","N/A","false","false","false"
"Rihan Tibah Furnished Units","","236.61","SAR","5.4","N/A","N/A","false","false","false"
"Al Rose Al Motamaiza Furnished Apartment","Sari Street, Jeddah","442.15","SAR","7.3","N/A","N/A","false","false","false"
"Al Muhaidb Residence Al Khobar","Al Khobar","609.45","SAR","6.8","N/A","N/A","false","false","false"
"Diamond Elite hotel","Jeddah","537.75","SAR","8.4","N/A","N/A","false","false","false"
"Swiss EYE","Al Hamra, Jeddah","523.41","SAR","7.6","N/A","N/A","false","false","false"
"Al Hamra Palace ApartHotel Falastin","Al Hamra, Jeddah","406.3","SAR","6.7","N/A","N/A","false","false","false"
"Ebreez Hotel","Al Hamra, Jeddah","478","SAR","7.5","N/A","N/A","false","false","false"
"Hawadah Hotel","Al Hamra, Jeddah","549.7","SAR","7.3","N/A","N/A","false","false","false"
"Durrat Hira ApartHotel","Hera Street, Jeddah","389.57","SAR","8.1","N/A","N/A","false","false","false"
"Acacia Aparthotel","Al Salamah, Jeddah","344.16","SAR","7.4","N/A","N/A","false","false","false"
"Danat Park Hotel","Yanbu","334.6","SAR","6.5","N/A","N/A","false","false","false"
"Rose Diamond Hotel","Al Madinah","239","SAR","6.7","N/A","N/A","false","false","false"
"Makarim Palm Hotel","Rabigh","382.4","SAR","6.8","N/A","N/A","false","false","false"
"Al Qibla Hotel","Central Madinah, Al Madinah","681.15","SAR","6.3","N/A","N/A","false","false","false"
"Orchida Al Hamra","Riyadh","265.29","SAR","5.8","N/A","N/A","false","false","false"
"Baisan Suites Al Jubail","Al Jubail","501.9","SAR","7.0","N/A","N/A","false","false","false"
"Afaq Jeddah","Jeddah","387.18","SAR","6.8","N/A","N/A","false","false","false"
"Naviti Warwick Al Khobar","Al Khobar","738.51","SAR","7.6","N/A","N/A","false","false","false"
"Bhadur Resort Jeddah","Obhor","1434","SAR","5.7","N/A","N/A","false","false","false"
"Almuhaidb Residence Al Jubail","Al Jubail","597.5","SAR","7.7","N/A","N/A","false","false","false"
"Royal El Naser Hotel","Al Khobar","358.5","SAR","5.3","N/A","N/A","false","false","false"
"Crown Rose Hotel","Riyadh","860.4","SAR","7.8","N/A","N/A","false","false","false"
"Genac Hotel Yanbu","Yanbu","239","SAR","7.1","N/A","N/A","false","false","false"
"Loalat Al Rowdah Family","Al Rawda, Jeddah","501.9","SAR","7.8","N/A","N/A","false","false","false"
"Mena Andalusia Riyadh","Al Olaya, Riyadh","509.07","SAR","7.2","N/A","N/A","false","false","false"
"Golden Abha","Abha","176.86","SAR","5.5","N/A","N/A","false","false","false"
"Iris Boutique Taif Heart","Taif","709.83","SAR","8.6","N/A","N/A","false","false","false"
"Raihat Al Bustan Furnished Units","","430.2","SAR","6.4","N/A","N/A","false","false","false"
"Rawabi Al Khobar Hotel","Al Khobar","657.25","SAR","7.4","N/A","N/A","false","false","false"
"Danat Park Hotel","Yanbu","334.6","SAR","6.5","N/A","N/A","false","false","false"
"Rose Diamond Hotel","Al Madinah","239","SAR","6.7","N/A","N/A","false","false","false"
"Makarim Palm Hotel","Rabigh","382.4","SAR","6.8","N/A","N/A","false","false","false"
"Al Qibla Hotel","Central Madinah, Al Madinah","681.15","SAR","6.3","N/A","N/A","false","false","false"
"Orchida Al Hamra","Riyadh","265.29","SAR","5.8","N/A","N/A","false","false","false"
"Areen ApartHotel","Riyadh","408.69","SAR","7.4","N/A","N/A","false","false","false"
"Swiss International Taba Alsalam","Central Madinah, Al Madinah","621.4","SAR","7.7","N/A","N/A","false","false","false"
"Fakher Yanbu Hotel","Yanbu","234.22","SAR","7.0","N/A","N/A","false","false","false"
"Le Park Shaqra","Shaqra","812.6","SAR","9.0","N/A","N/A","false","false","false"
"Baisan Suites Al Jubail","Al Jubail","501.9","SAR","7.0","N/A","N/A","false","false","false"
"Diamond Suites","Al Madinah","372.84","SAR","7.1","N/A","N/A","false","false","false"
"Jinan Al Nakhil Apartment Hotel","","461.27","SAR","8.6","N/A","N/A","false","false","false"
"The District Hotel Najran","Najran","1006.19","SAR","8.4","N/A","N/A","false","false","false"
"Asia Hotel","Riyadh","274.85","SAR","5.5","N/A","N/A","false","false","false"
"Freesia Hotel","Jeddah","559.26","SAR","7.8","N/A","N/A","false","false","false"
"Pearl of Vision Hotel","Jeddah","365.67","SAR","8.5","N/A","N/A","false","false","false"
"Pullman Zamzam Madina","Central Madinah, Al Madinah","669.2","SAR","8.1","N/A","N/A","false","false","false"
"Safa Albawadi","Jeddah","310.7","SAR","7.6","N/A","N/A","false","false","false"
"Iwaa Alkharj Apartments","Al Kharj","382.4","SAR","7.8","N/A","N/A","false","false","false"
"Lavana Furnished Apartments Salam","Al Salamah, Jeddah","363.28","SAR","7.9","N/A","N/A","false","false","false"
"Vision of Onaizah Furnished Units","Unayzah","365.67","SAR","8.2","N/A","N/A","false","false","false"
"Rafa Homes","Riyadh","760.02","SAR","7.5","N/A","N/A","false","false","false"
"Dar Al Naem Hotel","Central Madinah, Al Madinah","358.5","SAR","6.4","N/A","N/A","false","false","false"
"Baylasun Life","King Abdullah Economic City","1816.4","SAR","8.7","N/A","N/A","false","false","false"
"Gardens View","Taif","516.24","SAR","7.3","N/A","N/A","false","false","false"
"Al Muhaidb Residence Al Takhassusi","Al Olaya, Riyadh","597.5","SAR","6.9","N/A","N/A","false","false","false"
"Al Hayatt Plus","Central Madinah, Al Madinah","418.25","SAR","6.9","N/A","N/A","false","false","false"
"Ramada by Wyndham Dammam Khaleej Road","Dammam","501.9","SAR","6.9","N/A","N/A","false","false","false"
"La fontaine Opal","Al Salamah, Jeddah","669.2","SAR","8.2","N/A","N/A","false","false","false"
"Ghoson Al Zaitoun Furnished Units","Sakakah","310.7","SAR","7.1","N/A","N/A","false","false","false"
"Lamar Al Bawadi Hotel","Jeddah","681.15","SAR","8.0","N/A","N/A","false","false","false"
"Home Inn Hotel Suites","Al Olayya, Al Khobar","501.9","SAR","8.7","N/A","N/A","false","false","false"
"TRAMONTANE","Hail","552.09","SAR","8.5","N/A","N/A","false","false","false"
"Relax Day Hotel","Tabuk","597.5","SAR","7.0","N/A","N/A","false","false","false"
"Al Musafer Hotel Riyadh","Al Sulimania, Riyadh","339.38","SAR","5.9","N/A","N/A","false","false","false"
"Al Diafah Hotel Suites","Al Sulimania, Riyadh","549.7","SAR","7.1","N/A","N/A","false","false","false"
"Hilton Garden Inn Riyadh Financial District","Riyadh","1288.21","SAR","7.4","N/A","N/A","false","false","false"
"Areej Hotel","Makkah","131.45","SAR","6.3","N/A","N/A","false","false","false"
"Al Rabwah House","","430.2","SAR","6.5","N/A","N/A","false","false","false"
"Naviti Warwick Dammam","Dammam","690.71","SAR","7.8","N/A","N/A","false","false","false"
"Nadra Furnished Apartments","Taif","669.2","SAR","6.8","N/A","N/A","false","false","false"
"Najd Peak By Quiet Rooms","Riyadh","387.18","SAR","5.4","N/A","N/A","false","false","false"
"Mabet Al Tahlia Hotel Apartments","Al Tahlia Street, Jeddah","566.43","SAR","7.9","N/A","N/A","false","false","false"
"Diamond Tower Hotel","Jeddah","523.41","SAR","8.6","N/A","N/A","false","false","false"
"Maset Al Masem Al Khobar","Al Olayya, Al Khobar","717","SAR","7.9","N/A","N/A","false","false","false"
"Al Taif Gate Hotel Suites","Taif","399.13","SAR","7.6","N/A","N/A","false","false","false"
"Hayaa Hotel","Al Aziziyah, Makkah","167.3","SAR","6.3","N/A","N/A","false","false","false"
"Nozol Royal Inn Hotel","Central Madinah, Al Madinah","430.2","SAR","7.0","N/A","N/A","false","false","false"
"Golden Garden Al Corniche","Dammam","714.61","SAR","7.2","N/A","N/A","false","false","false"
"Al Atlal Hotel","Al Khobar","494.73","SAR","6.9","N/A","N/A","false","false","false"
"Iwaa Alkharj Apartments","Al Kharj","382.4","SAR","7.8","N/A","N/A","false","false","false"
"Lavana Furnished Apartments Salam","Al Salamah, Jeddah","363.28","SAR","7.9","N/A","N/A","false","false","false"
"Vision of Onaizah Furnished Units","Unayzah","365.67","SAR","8.2","N/A","N/A","false","false","false"
"Rafa Homes","Riyadh","760.02","SAR","7.5","N/A","N/A","false","false","false"
"Dar Al Naem Hotel","Central Madinah, Al Madinah","358.5","SAR","6.4","N/A","N/A","false","false","false"
"Baylasun Life","King Abdullah Economic City","1816.4","SAR","8.7","N/A","N/A","false","false","false"
"Gardens View","Taif","516.24","SAR","7.3","N/A","N/A","false","false","false"
"Al Muhaidb Residence Al Takhassusi","Al Olaya, Riyadh","597.5","SAR","6.9","N/A","N/A","false","false","false"
"Al Hayatt Plus","Central Madinah, Al Madinah","418.25","SAR","6.9","N/A","N/A","false","false","false"
"Ramada by Wyndham Dammam Khaleej Road","Dammam","501.9","SAR","6.9","N/A","N/A","false","false","false"
"La fontaine Opal","Al Salamah, Jeddah","669.2","SAR","8.2","N/A","N/A","false","false","false"
"Ghoson Al Zaitoun Furnished Units","Sakakah","310.7","SAR","7.1","N/A","N/A","false","false","false"
"Lamar Al Bawadi Hotel","Jeddah","681.15","SAR","8.0","N/A","N/A","false","false","false"
"Home Inn Hotel Suites","Al Olayya, Al Khobar","501.9","SAR","8.7","N/A","N/A","false","false","false"
"TRAMONTANE","Hail","552.09","SAR","8.5","N/A","N/A","false","false","false"
"Relax Day Hotel","Tabuk","597.5","SAR","7.0","N/A","N/A","false","false","false"
"Al Musafer Hotel Riyadh","Al Sulimania, Riyadh","339.38","SAR","5.9","N/A","N/A","false","false","false"
"Al Diafah Hotel Suites","Al Sulimania, Riyadh","549.7","SAR","7.1","N/A","N/A","false","false","false"
"Hilton Garden Inn Riyadh Financial District","Riyadh","1288.21","SAR","7.4","N/A","N/A","false","false","false"
"Areej Hotel","Makkah","131.45","SAR","6.3","N/A","N/A","false","false","false"
"Al Rabwah House","","430.2","SAR","6.5","N/A","N/A","false","false","false"
"Naviti Warwick Dammam","Dammam","690.71","SAR","7.8","N/A","N/A","false","false","false"
"Nadra Furnished Apartments","Taif","669.2","SAR","6.8","N/A","N/A","false","false","false"
"Najd Peak By Quiet Rooms","Riyadh","387.18","SAR","5.4","N/A","N/A","false","false","false"
"Mabet Al Tahlia Hotel Apartments","Al Tahlia Street, Jeddah","566.43","SAR","7.9","N/A","N/A","false","false","false"
"Diamond Tower Hotel","Jeddah","523.41","SAR","8.6","N/A","N/A","false","false","false"
"Maset Al Masem Al Khobar","Al Olayya, Al Khobar","717","SAR","7.9","N/A","N/A","false","false","false"
"Al Taif Gate Hotel Suites","Taif","399.13","SAR","7.6","N/A","N/A","false","false","false"
"Hayaa Hotel","Al Aziziyah, Makkah","167.3","SAR","6.3","N/A","N/A","false","false","false"
"Nozol Royal Inn Hotel","Central Madinah, Al Madinah","430.2","SAR","7.0","N/A","N/A","false","false","false"
"Golden Garden Al Corniche","Dammam","714.61","SAR","7.2","N/A","N/A","false","false","false"
"Al Atlal Hotel","Al Khobar","494.73","SAR","6.9","N/A","N/A","false","false","false"
"La fontaine Opal","Al Salamah, Jeddah","669.2","SAR","8.2","N/A","N/A","false","false","false"
"Oasis Rise Hotel Apartments","Jeddah","494.73","SAR","7.9","N/A","N/A","false","false","false"
"Ghoson Al Zaitoun Furnished Units","Sakakah","310.7","SAR","7.1","N/A","N/A","false","false","false"
"Lamar Al Bawadi Hotel","Jeddah","681.15","SAR","8.0","N/A","N/A","false","false","false"
"Home Inn Hotel Suites","Al Olayya, Al Khobar","501.9","SAR","8.7","N/A","N/A","false","false","false"
"Al Rahaa Furnished Units","Abha","466.05","SAR","7.8","N/A","N/A","false","false","false"
"Farah Hotel","Al Aziziyah, Makkah","155.35","SAR","7.2","N/A","N/A","false","false","false"
"TRAMONTANE","Hail","552.09","SAR","8.5","N/A","N/A","false","false","false"
"Relax Day Hotel","Tabuk","597.5","SAR","7.0","N/A","N/A","false","false","false"
"Al Musafer Hotel Riyadh","Al Sulimania, Riyadh","339.38","SAR","5.9","N/A","N/A","false","false","false"
"Areej Hotel","Makkah","131.45","SAR","6.3","N/A","N/A","false","false","false"
"Al Rabwah House","","430.2","SAR","6.5","N/A","N/A","false","false","false"
"Naviti Warwick Dammam","Dammam","690.71","SAR","7.8","N/A","N/A","false","false","false"
"Najd Peak By Quiet Rooms","Riyadh","387.18","SAR","5.4","N/A","N/A","false","false","false"
"Mabet Al Tahlia Hotel Apartments","Al Tahlia Street, Jeddah","566.43","SAR","7.9","N/A","N/A","false","false","false"
"Diamond Tower Hotel","Jeddah","523.41","SAR","8.6","N/A","N/A","false","false","false"
"Diamond Tower Hotel","Jeddah","523.41","SAR","8.6","N/A","N/A","false","false","false"
"Maset Al Masem Al Khobar","Al Olayya, Al Khobar","717","SAR","7.9","N/A","N/A","false","false","false"
"Al Taif Gate Hotel Suites","Taif","399.13","SAR","7.6","N/A","N/A","false","false","false"
"Hayaa Hotel","Al Aziziyah, Makkah","167.3","SAR","6.3","N/A","N/A","false","false","false"
"Mandaren Suites","Taif","669.2","SAR","8.7","N/A","N/A","false","false","false"
"Nozol Royal Inn Hotel","Central Madinah, Al Madinah","451.71","SAR","7.0","N/A","N/A","false","false","false"
"Golden Garden Al Corniche","Dammam","714.61","SAR","7.2","N/A","N/A","false","false","false"
"Al Atlal Hotel","Al Khobar","494.73","SAR","6.9","N/A","N/A","false","false","false"
"Zahrat Rozah By Quiet Rooms","Riyadh","451.71","SAR","6.7","N/A","N/A","false","false","false"
"Methaq Hotel Suites","Riyadh","549.7","SAR","6.7","N/A","N/A","false","false","false"
"Al Safa Hotel Suites","Jazan","360.89","SAR","7.5","N/A","N/A","false","false","false"
"Nawazi Ajyad Hotel","Ajyad, Makkah","293.97","SAR","6.3","N/A","N/A","false","false","false"
"Dar Sadan Hotel Suites","Al Bukayriyah","525.8","SAR","7.5","N/A","N/A","false","false","false"
"Rotana Hotel","Al Hamra, Jeddah","384.79","SAR","7.7","N/A","N/A","false","false","false"
"Pullman ZamZam Makkah","Ajyad, Makkah","788.7","SAR","7.2","N/A","N/A","false","false","false"
"Swissotel Al Maqam Makkah","Ajyad, Makkah","860.4","SAR","8.3","N/A","N/A","false","false","false"
